object_id,object_type,mod_id,mod_name,source_file,load_winner,source_has_ai_weight,ai_weight_summary,cost,upkeep,produces,prerequisites,potential_allow_gates,event_flags,upgrade_from,upgrades_to,unlocks,strategic_role,strategic_tier,route_ids,parent_ai_support,policy_status,director_action,validation_status,route_id,weight,file_key,source_path,generated_folder,coefficient,additional_weight,generated_file
esc_tech_dreadnought_computer,technology,2648658105,Extra Ship Components NEXT,common/technology/esc_technology_req_components.txt,yes,yes,ai_signal_present,,,,tech_cruisers,potential,ESC_GLOBAL_FLAG_dreadnought_tech_forbidden,,,,mandatory_unlock,opening,esc_component_route;nsc3_capital_hull_route,parent_ai_partial,needs_route_policy,research,ok,esc_component_route,130000,01_unlock_technology,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\2648658105-extra-ship-components-next\common\technology\esc_technology_req_components.txt,technology,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/technology/zzzz_staid_01_unlock_technology_technology.txt
tech_starbase_6,technology,3250900527,Starbase Extended 3.0,common/technology/sbx_3_0_technologies.txt,yes,yes,ai_signal_present,,,,tech_starbase_5,potential,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,fallen_empire_benchmark_route,135000,01_unlock_technology,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\3250900527-starbase-extended-30\common\technology\sbx_3_0_technologies.txt,technology,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/technology/zzzz_staid_01_unlock_technology_technology.txt
ap_technological_ascendancy,ascension_perk,vanilla,Stellaris vanilla 4.4.4,common/ascension_perks/00_ascension_perks.txt,yes,yes,ai_signal_present,,,,,potential,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,research_diplomacy_core,150000,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_master_builders,ascension_perk,vanilla,Stellaris vanilla 4.4.4,common/ascension_perks/00_ascension_perks.txt,no,yes,ai_signal_present,,,,,possible;potential,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,economy_megastructure_core,125000,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_galactic_wonders,ascension_perk,vanilla,Stellaris vanilla 4.4.4,common/ascension_perks/00_ascension_perks.txt,no,yes,ai_signal_present,,,,,possible;potential,has_built_or_repaired_megastructure,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,economy_megastructure_core,150000,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_gigastructural_constructs,ascension_perk,1121692237,Gigastructural Engineering & More (4.4),common/ascension_perks/giga_ascension_perks.txt,yes,yes,ai_signal_present,,,,,possible;potential,giga_gigastructural_perk_disabled;has_built_or_repaired_gigastructure,,,,prerequisite_only,midgame,,parent_ai_partial,parent_ai_ok,research,ok,economy_megastructure_core,120000,02_perks_traditions,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\ascension_perks\giga_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_celestial_printing,ascension_perk,1121692237,Gigastructural Engineering & More (4.4),common/ascension_perks/giga_ascension_perks.txt,yes,yes,ai_signal_present,,,,,possible;potential,giga_bulk_matter_cost_disabled;giga_celestial_printing_moon_disabled;giga_celestial_printing_planet_disabled;systemcraft_disabled,,,,mandatory_unlock,opening,planetcraft_route;systemcraft_route,parent_ai_partial,needs_route_policy,research,ok,planetcraft_route,180000,02_perks_traditions,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\ascension_perks\giga_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_lord_of_war,ascension_perk,vanilla,Stellaris vanilla 4.4.4,common/ascension_perks/00_ascension_perks.txt,yes,yes,ai_signal_present,,,,,potential,,,,,mandatory_unlock,opening,conquest_escape_route,parent_ai_partial,needs_route_policy,research,ok,conquest_escape_route,80000,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
ap_nihilistic_acquisition,ascension_perk,vanilla,Stellaris vanilla 4.4.4,common/ascension_perks/00_ascension_perks.txt,yes,yes,ai_signal_present,,,,,possible;potential,,,,,mandatory_unlock,opening,raiding_pop_acquisition_route,parent_ai_partial,needs_route_policy,research,ok,raiding_pop_acquisition_route,170000,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,ascension_perks,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ascension_perks/zzzz_staid_02_perks_traditions_ascension_perks.txt
tradition_discovery,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_discovery.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,unknown_manual_review,manual_review,,parent_ai_partial,parent_ai_ok,manual_review,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_discovery.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tradition_diplomacy,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,potential,,,,,unknown_manual_review,manual_review,research_diplomacy_core,parent_ai_partial,needs_route_policy,manual_review,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_diplomacy.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tradition_supremacy,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_supremacy.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,unknown_manual_review,manual_review,,parent_ai_partial,parent_ai_ok,manual_review,ok,conquest_escape_route,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_supremacy.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tradition_prosperity,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_prosperity.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,unknown_manual_review,manual_review,,parent_ai_partial,parent_ai_ok,manual_review,ok,economy_megastructure_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_prosperity.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tradition_adaptability,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_adaptability.txt,yes,yes,ai_signal_present,,,,,potential,,,,,unknown_manual_review,manual_review,,parent_ai_partial,parent_ai_ok,manual_review,ok,crowded_tall_route,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_adaptability.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tradition_mercantile,tradition_category,vanilla,Stellaris vanilla 4.4.4,common/tradition_categories/00_commerce.txt,yes,yes,ai_signal_present,,,,,potential,,,,,unknown_manual_review,manual_review,,parent_ai_partial,parent_ai_ok,manual_review,ok,crowded_tall_route,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\tradition_categories\00_commerce.txt,tradition_categories,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/tradition_categories/zzzz_staid_02_perks_traditions_tradition_categories.txt
tr_discovery_to_boldly_go,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_discovery.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_discovery.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_discovery_databank_uplinks,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_discovery.txt,yes,yes,ai_signal_present,,,,,possible;trigger,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_discovery.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_discovery_science_division,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_discovery.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,mandatory_unlock,opening,research_throughput_infrastructure,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_discovery.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_discovery_polytechnic_education,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_discovery.txt,yes,yes,ai_signal_present,,,,,possible;trigger,,,,,prerequisite_only,opening,,parent_ai_partial,parent_ai_ok,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_discovery.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_discovery_faith_in_science,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_discovery.txt,yes,yes,ai_signal_present,,,,,possible;trigger,,,,,mandatory_unlock,opening,research_throughput_infrastructure,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_discovery.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_diplomacy_the_federation,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,,,,,,mandatory_unlock,opening,research_diplomacy_core,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_diplomacy.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_diplomacy_entente_coordination,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,possible;trigger,,,,,mandatory_unlock,opening,research_diplomacy_core,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_diplomacy.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_diplomacy_diplomatic_networking,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,trigger,,,,,mandatory_unlock,opening,research_diplomacy_core,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_diplomacy.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_diplomacy_direct_diplomacy,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,possible,,,,,mandatory_unlock,opening,research_diplomacy_core,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_diplomacy.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
tr_diplomacy_eminent_diplomats,tradition,vanilla,Stellaris vanilla 4.4.4,common/traditions/00_diplomacy.txt,yes,yes,ai_signal_present,,,,,possible;trigger,,,,,mandatory_unlock,opening,research_diplomacy_core,parent_ai_partial,needs_route_policy,research,ok,research_diplomacy_core,4,02_perks_traditions,C:\Steam\steamapps\common\Stellaris\common\traditions\00_diplomacy.txt,traditions,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/traditions/zzzz_staid_02_perks_traditions_traditions.txt
influence_expenditure_claims,ai_budget,vanilla,Stellaris vanilla 4.4.4,common/ai_budget/00_influence_budget.txt,yes,yes,ai_signal_present,,,,,potential,,,,,prerequisite_only,opening,conquest_escape_route,parent_ai_partial,needs_route_policy,observe,ok,conquest_escape_route,145000,08_site_limited_expansion,C:\Steam\steamapps\common\Stellaris\common\ai_budget\00_influence_budget.txt,ai_budget,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ai_budget/zzzz_staid_08_site_limited_expansion_ai_budget.txt
influence_expenditure_claims_militarist,ai_budget,vanilla,Stellaris vanilla 4.4.4,common/ai_budget/00_influence_budget.txt,yes,yes,ai_signal_present,,,,,potential,,,,,prerequisite_only,opening,conquest_escape_route,parent_ai_partial,needs_route_policy,observe,ok,conquest_escape_route,165000,08_site_limited_expansion,C:\Steam\steamapps\common\Stellaris\common\ai_budget\00_influence_budget.txt,ai_budget,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ai_budget/zzzz_staid_08_site_limited_expansion_ai_budget.txt
influence_expenditure_claims_fanatic_militarist,ai_budget,vanilla,Stellaris vanilla 4.4.4,common/ai_budget/00_influence_budget.txt,yes,yes,ai_signal_present,,,,,potential,,,,,prerequisite_only,opening,conquest_escape_route,parent_ai_partial,needs_route_policy,observe,ok,conquest_escape_route,185000,08_site_limited_expansion,C:\Steam\steamapps\common\Stellaris\common\ai_budget\00_influence_budget.txt,ai_budget,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/ai_budget/zzzz_staid_08_site_limited_expansion_ai_budget.txt
dyson_sphere_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere.txt,yes,yes,ai_signal_present,,,,tech_dyson_sphere,possible;potential,built_dyson_sphere;giga_dyson_scaling;giga_o_stars_disabled;has_real_space_mod;vanilla_dyson_capped_u;vanilla_dyson_disabled;vanilla_dyson_swarm_replace_disabled,,dyson_sphere_0_o_star;dyson_sphere_1,,economy_multiplier,opening,economy_megastructure_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,economy_megastructure_core,130000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_dyson_sphere.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
orbital_arc_furnace_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_orbital_arc_furnace.txt,yes,yes,ai_signal_present,,,,tech_orbital_arc_furnace,possible;potential;trigger,is_currently_building_orbital_arc_furnace;vanilla_furnace_capped_u,,orbital_arc_furnace_2,,prerequisite_only,opening,crowded_tall_route;early_kilo_economy_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,early_kilo_economy_core,130000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_orbital_arc_furnace.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
asteroid_manufactory_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_asteroid_manufactory.txt,yes,yes,ai_signal_present,,,,,potential,,,,,prerequisite_only,opening,early_kilo_economy_core;mega_engineering_core,parent_ai_partial,needs_route_policy,build,ok,early_kilo_economy_core,125000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_asteroid_manufactory.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
macro_test_site_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_macroengineering_test_site.txt,yes,yes,ai_signal_present,,,,giga_tech_engineering_test_site,possible;potential;trigger,is_currently_building_macro_test_site;megabase_capped_u;megabase_disabled,,macro_test_site_1,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,145000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_macroengineering_test_site.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
macro_test_site_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_macroengineering_test_site.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,megabase_disabled,macro_test_site_0,macro_test_site_2,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,160000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_macroengineering_test_site.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
macro_test_site_2,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_macroengineering_test_site.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,megabase_disabled,macro_test_site_1,macro_test_site_3,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,175000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_macroengineering_test_site.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
macro_test_site_3,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_macroengineering_test_site.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,giga_achievement_55;giga_achievements_disabled;megabase_disabled,macro_test_site_2,,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,190000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_macroengineering_test_site.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
atmosphere_shredder_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_atmospheric_storm_observatory.txt,yes,yes,ai_signal_present,,,,giga_tech_macro_scale_weather_manipulation,possible;potential;trigger,is_currently_building_atmosphere_shredder;storm_observatory_capped_u;storm_observatory_disabled,,atmosphere_shredder_1,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,150000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_atmospheric_storm_observatory.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
atmosphere_shredder_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_atmospheric_storm_observatory.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,storm_observatory_disabled,atmosphere_shredder_0,atmosphere_shredder_2,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,165000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_atmospheric_storm_observatory.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
atmosphere_shredder_2,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_atmospheric_storm_observatory.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,storm_observatory_disabled,atmosphere_shredder_1,atmosphere_shredder_3,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,180000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_atmospheric_storm_observatory.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
atmosphere_shredder_3,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_c_atmospheric_storm_observatory.txt,yes,yes,ai_signal_present,,,,,possible;potential;trigger,giga_achievement_53;giga_achievements_disabled;storm_observatory_disabled,atmosphere_shredder_2,,,prerequisite_only,opening,mega_engineering_core;science_kilo_snowball_core,parent_ai_partial,needs_route_policy,build,ok,science_kilo_snowball_core,195000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_c_atmospheric_storm_observatory.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
think_tank_0,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_science_nexus.txt,yes,yes,ai_signal_present,,,,tech_science_nexus,possible;potential,built_think_tank;vanilla_nexus_capped_u;vanilla_nexus_disabled,,think_tank_1,,prerequisite_only,opening,mega_engineering_core;research_megastructure_core,parent_ai_partial,needs_route_policy,build,ok,research_megastructure_core,155000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_science_nexus.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
think_tank_1,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_science_nexus.txt,yes,yes,ai_signal_present,,,,tech_science_nexus,,,think_tank_0,think_tank_2,,prerequisite_only,opening,mega_engineering_core;research_megastructure_core,parent_ai_partial,needs_route_policy,build,ok,research_megastructure_core,170000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_science_nexus.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
think_tank_2,megastructure,1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_science_nexus.txt,yes,yes,ai_signal_present,,,,tech_science_nexus,,,think_tank_1,think_tank_3,,prerequisite_only,opening,mega_engineering_core;research_megastructure_core,parent_ai_partial,needs_route_policy,build,ok,research_megastructure_core,185000,03_megastructures,C:\Users\Admin\Documents\GIT\GameMods\StellarisMods\research\mod-source-snapshots\2026-07-04\1121692237-gigastructural-engineering-more-44\common\megastructures\zz_e_science_nexus.txt,megastructures,,,C:/Users/Admin/Documents/GIT/GameMods/StellarisMods/mods/StellarAIDirector/common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
